card_id,price_radar.suggested,url_back_preprocessed_avif,url_front_preprocessed_avif,diagonal_lines,sparkle_flow,sparkle_palette,rarity,palette_source,rarity_source,sparkle_enabled,sparkle_opacity,sparkle_intensity,sparkle_size,sparkle_speed,sparkle_quantity,shimmer_enabled,shimmer_opacity,shimmer_intensity,shimmer_size,shimmer_speed,price_label_enabled,price_label_font_size,price_label_font_color
S07441-09-00057-00,0,https://images.gradientcollects.com/avif/69b1503a7e13a4498895ea08e6c9b45adc1a9899e47509a50a146dcc0e1d801f91a5af25e388ebc0b11d11e50f7d161246a17efa49665e0e0b7400d0d388c91a.avif,https://images.gradientcollects.com/avif/1cc0aa76cd7e0072530fd5c42280786aecb1b852f9c906058940772566dbd457d56412e21539f0744e46c510757bb0ec3291d394aa1688fa259fda89b7622eb0.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00056-00,0,https://images.gradientcollects.com/avif/5259665ce01296025b0992fd1944e42c1e045e1727d5c700b7041ed5c1e8c4f3a2539aa5684a6ae8e9b144b446b46d5c610be127d12e5f2e6c7b6de6da1ccec6.avif,https://images.gradientcollects.com/avif/772378382d03696806a63ade552ab6e9ad78c936bbe5e4a6056fe316ed7e0899ed3f704291ad694edd0d738cb7ab0f6a21fabf20a5d19a3fc6110149b4dad8dc.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00061-00,0,https://images.gradientcollects.com/avif/8047ad5ffad243c4a51bf5f189aaf605675abd0f6dfd70c479f9988fa623eca26a1f3314643cee1304f2c66a7ddea88cf87e2d4bea28e25d544168f525673fe4.avif,https://images.gradientcollects.com/avif/739fb88a2f8038c0246641ec9c2bb7d8d3b2c415d56a8c9cf4b7246e9f239fe9d465a5469f1b101a83e1cc8b149967be7f55da51f73b771fd76fec29923addbd.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00058-00,0,https://images.gradientcollects.com/avif/266ce30517a3bafa79d2af60e86b18daf321de61e61a0997373e769768a778f6a24d04d250989b29cb497d0ced019e51573c43d1dd3fb78825769217cbfa3a3f.avif,https://images.gradientcollects.com/avif/b063d171000d5159ec8b2638448ec6a165745fea2f98410061c6d3d1ba33a8f8deeb4a4f930ec49f1513cf2d003b711f6a323ceed54cbf299464241bef22f8ec.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00059-00,0,https://images.gradientcollects.com/avif/915c3c71de589096e6439e4cdf865103ad16954244eed2dd05eb26e3e908b6c66f43087617fa501bbf252ac8fc424e802f93be26077f8550e5959f411004bde0.avif,https://images.gradientcollects.com/avif/11fbc24d1ea9b46cc11051168b891785091cd6c65693e7bb1c027534c7e13372687b9def070cacee2b978d440cc8cfefb5a44fc6d805e7416815bfe675ae2b4d.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00062-00,0,https://images.gradientcollects.com/avif/72ab6811e21a518598b8bf9a89438f8d43a2991220a6b46d4f631cfa6878df92ddf4ed0da2d3e63fbef7a1dcfd566c1f3c9fd1589fc603ba3b25f66b690946af.avif,https://images.gradientcollects.com/avif/36e457a087acac389d6b5bfaef741f2ca99785d9e3ce1304c812db96fab05901f5229cbf7eb6edab797626fefdc856cd76e468f6cfa46f42bbad635f0f964edf.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00064-00,0,https://images.gradientcollects.com/avif/7d50c5939d5fe2553ecbe642cb5fed6ce8d4b5fc32d9ed14005e864b3d4731852b4f7ff9f2ce4e7e17b798d307471003d0b86d9602d4c23623e9e3819d87f27f.avif,https://images.gradientcollects.com/avif/91aabf94e6e9db1abf459ad5be09fa8169017bbf0724c378bd6eb454d8f5b9505f3d86b17993b437b320ce4b3284f4f25285575ea62a53cfb9b45385747994e2.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00068-00,0,https://images.gradientcollects.com/avif/3f74ff3214098cf9f747676e36a7ab510aa876e443c66c0ba92397279aa8f18f9bb3da81dae098e5df754358d1e1cecac1302a77a73af7ef87e291b40ff3f6cf.avif,https://images.gradientcollects.com/avif/973cc927ab77cd1c0cdfc9d3050d749ba468465198ce9131106805e3ecc3600b5e0461f7c9627cddc46f1cd673769add868e29c293a7d30487accf225b170910.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00067-00,0,https://images.gradientcollects.com/avif/e66dc87634b5535b8d94d80c2d87b6a001702294d3c0858549bdf2481acb6cf29de92da0cc57df4c6513e75422b695f27d3e2190c019f274b034e17ce4e8e738.avif,https://images.gradientcollects.com/avif/5214b2bc08634829b991919aacff777b98b416b0dfee67e253feee747a99a9da39fb44c33a00629f3eed68f4f13c422bc7a7a581e1944659f0f758701cf53b67.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00069-00,0,https://images.gradientcollects.com/avif/93d0a985ae361a3d13aad01e57f3ce1b3a7289f7eb1836378270f54017c6053ffad37ea8d7556124a9e5342dcd31abdab4ee4fd3510f04ba2b6a645f183f6baa.avif,https://images.gradientcollects.com/avif/5e22a9cae74db3f560365fcf585bbd9c1717c43b14e159f933870042d69f50cca789a8c4c2b21b5e53138200d2ab875b507f57bd294a3fddb97e5e475db97167.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00070-00,0,https://images.gradientcollects.com/avif/546d599ededd1664b0933bb80f9709ad8e6677000b0bb366d6c754e78482f140adc83f1bfd25102d855ebb183109c77e4bd78f9696720792a233d92787e8438d.avif,https://images.gradientcollects.com/avif/efd4142e0c52bcbfc93717124b8998e0751edcf627966bacdf186facf1d61b2913164120963d65bfd1d51e62c61da77d4a264ec5d08115de1bcef0c42e24bcdb.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00071-00,0,https://images.gradientcollects.com/avif/d7a1e73fa440b7a0a9c9be4b11f59096c2c178ce250fc73e2c11d37876a5310bb7c3b422fc38e46a509130a9c595568362265c7595fc46c33542024a604f1d58.avif,https://images.gradientcollects.com/avif/a0fce923a85920062d71ec92f135da50643e481fa59204664f299421f506800c39884883d3051164f7641e21d13d4d23130f460d3f5ef56a1465ddcc53d10be3.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00073-00,0,https://images.gradientcollects.com/avif/7fa123785252d27df9c99799ec568973eee74ae20583b2edcf6eff2c105773fc7f87819a71151816e7a7dab7a89016baca2ab204d69d1d36787c9b3100a7e87e.avif,https://images.gradientcollects.com/avif/37b613ed810fde1d946cb2a86638ef3f891544470e6403f7584bd381996daa1ba2c110b0d1fce92b4ee8a4ead02a15cf03389cfaf3f844814c8ca05d75751d76.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00074-00,0,https://images.gradientcollects.com/avif/394997179b3db4b8a697144c0c66447517818e1d05577d20f5496d12c8b13b17462d4168fc8c3df1fd46e7969ef993ee6847e35125a80897f57fb3c41da6a071.avif,https://images.gradientcollects.com/avif/d1425b25769921cad3cc78129201d3e795d004d5ec455aabd863528d13edf50250c3fc8b29c01549c3bac52607a03691022add77b7bf03497501892f2a5f19ad.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00075-00,0,https://images.gradientcollects.com/avif/b4821285abff763844234d2a36d34f4f5a926200d3777888a945ad591cf21239ca1673f9bf0d2e5e09cc7ff614d54c7dc73755133dd80265cfa928dbfeaeb2a0.avif,https://images.gradientcollects.com/avif/2bd91118f95dd34e05d3ff3f95baa0e3ab1fb56e634bc4ebedd12503cce63af3c332af76c74af2f96b94b63dc0fc98eae238f2839e405f0b5cefde057ec2b5b6.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00076-00,0,https://images.gradientcollects.com/avif/abf05be940e95481e4f1863de35d6e88fe60cdab26020a21a89614ff647b6eb00921bf4208f7deeafcc00472a5aa4187ac9adabc42739ddc72cba0dea08b6057.avif,https://images.gradientcollects.com/avif/b23a978e0e6c124d0099c1a2ad02643de5f4c22efdebb96626d4f2f8d4e64fe564fb5c1249e126a932887def0b8785e73b3c397cbed5835d1910bf21a0f3396b.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00077-00,0,https://images.gradientcollects.com/avif/7dd9d16a2204793cf69dd322ce54fec3c4fdaed2fdd2033761f2d2b0527423d07d6e4fbc4b9fb5fe345071553c3ffa57c711d039578e3e813cc9d7bdfc2e0546.avif,https://images.gradientcollects.com/avif/226ae790c4af45bc8e26c0f875245b75c1a242fa41d09a3298fb3e4a5dbb8150e534d9165f8bb2b2721a562a85ff8167c0f8787eccd2142ad8c3124d77b11021.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00291-00,1.46,https://images.gradientcollects.com/avif/afca408d0e6352de37ca223918ccceb931c8455ce6e948ad25980dd0a2bfbe2e329fea3939471daa6895cfe2c091abe5e99c02f2b38400d779ec7f71b6470209.avif,https://images.gradientcollects.com/avif/8b670f7d17621156344e69a5de95ac7c66d6d955a63c3ee3afcdc58217b0b69c722b19c0c361308d2b8ecf80561c2b3d89f2af57db103eccd298b5e0eeea9b55.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00290-00,2.55,https://images.gradientcollects.com/avif/2609e1e5387ac0458df2dc395b8038fef77cbff8967ec210d67fffd0af1398d9f0a5ed6a9230dd23cae4f0f8f7db9011524f573f897dbe50a4f65ba4480b7235.avif,https://images.gradientcollects.com/avif/ddf27d8b833979d89fc89871cea77ba2b90bd6b2a5263b88bc776d0c6c9531bf3420435fe0b8dda45b43c5be18947a2e741558e1a076a2934c4cfc9d7c50bda9.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00293-00,1,https://images.gradientcollects.com/avif/c566c09f03e3988fd984cf5a8635cb3d733904bae9122edfdde1d79998ed76c96e279e335471c6e5123fc98f0abe806def589a9ba12526b7cd58bd852d652632.avif,https://images.gradientcollects.com/avif/2730f9a5ec1638341b609d276a6fda1f5f5a293dfcdcc45d112fdd163300a72f6612197fe3251348864a078be7e36d0ec384732668150ff98156d799d2c47aaf.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00292-00,4.94,https://images.gradientcollects.com/avif/ff6e4a6aee787d2c90387bf4c0c924658c4dfb7600931be1efb9ce7b4c27b23d856f8363b68b27f7979e1390405c5d98da9ce9ecd58ec401d5acc4c3e8fecc80.avif,https://images.gradientcollects.com/avif/a0d015157a44e896087e31277e4ff15896568e5140cb6fe6ec9d3c399cb28d65b2f86af9d63aef4aef2bcf8c96dbdd20afe25c2c10c6d1329b1bb446c00b26fa.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00296-00,1.53,https://images.gradientcollects.com/avif/0c4fe3865e3f417e9bb7b7fa759e52147d361de17edd48cc18cdda862ca1812c95f9b1919436575b5d34bc9737fc0bd4f2a1471f7ef48e728ef5167f41cf01e0.avif,https://images.gradientcollects.com/avif/3d69161c7c75ae8e2e8ad540ecd9ee6d4b3e406b01a67707866563f7239a3f69e8ac92be887057d6fbe625e3aaeb794167f60fe3c9fd207a857f5e48a612931e.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00295-00,2.55,https://images.gradientcollects.com/avif/89fca773f0099ae237039e5b0c0daf0c92041ae7ca60c20751d26ba0fb2d7379e18e1cac89f69a3bd7a4a7efd435979eb71e9f375fea32e1a22514457a10fbdf.avif,https://images.gradientcollects.com/avif/12ae8628967bc904246decd04746da9e1e981e00a860ebd4eb095068a59d62af5a32e6c26cc052ea20dea12670d0ac2e495e930bd77071665c420f353159e4f7.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00298-00,3.69,https://images.gradientcollects.com/avif/9b621b4561d1e7bb17c365845d35b250d6c785aa5aae2a06b8bb7326867fa8c079ca8975bf0dc6da5f5dfaa77a4e21b510d62ee884e468c70139553d02b455a4.avif,https://images.gradientcollects.com/avif/ea18ce43a491f257395a84e3080edc6b34e822f3bfd0a5359dc404de9324645ec2d3c570aad110a70a3434ea6af8a029f05dd29bdf4c85cbc90d980c0bd7d832.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00299-00,8.44,https://images.gradientcollects.com/avif/34e55c94cd55fac1339e954977cf13783bf2228ffd807894710c4e919d17cdfab45790fbab6dc2153b32f59e5fd9c721f1acb2dbe8a87a0291aee093f7f1562f.avif,https://images.gradientcollects.com/avif/7496d4a3bf45a92024aa7e176bf529daf417af420075ce089df5c3149a2415b1aecd78958d6f6a02db669091bda293b951c7ba7387bac00661e80fefcd707937.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00297-00,2.59,https://images.gradientcollects.com/avif/32a202455978883091e85420b1942fde838bbe8d34dbef102db93b93431368cb667876f3d501ee919d0220fe2ae039db5516d93b6a04f59f5246b027a504072f.avif,https://images.gradientcollects.com/avif/7965eae36d9ceca9730fd5c78e9265c2d303bd67fa6676fb948bb64b91c4676e7873bd8ae728a431d5103cb327ef382f8ee5e018eab913af205138f2556148b8.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00023-00,3.06,https://images.gradientcollects.com/avif/c5f69e21486ec0060cde2979c54bd354ea215fb48aee06e1a05cb913a059985a78c0e2a74c79ec242cc1660788f3686050035e74338293a16056e4989a927478.avif,https://images.gradientcollects.com/avif/66971296f050e128688829e5a5f41c3c9907fbb5d252de257f2ca1a19e544085df977de3b79f0c822acd4743615fb69ffe3708fda89595ecf7612d19b76dd835.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00085-00,0,https://images.gradientcollects.com/avif/2dc721cf1c4afda7e7515032e0d5366eb804001a51dd3d8bcc24b1701a9f7ba93e38a862a60bd1da0b160d71e113fe1c1dce08a977ce9442816f163bd80e270d.avif,https://images.gradientcollects.com/avif/d5ea9f538c7f89df705ecf6806d7ba2ec9b12aa7a31fa2572fcf071753094e0d63114e0c26974a35db620665fc9c3d17ea7d6fe9d990ef158ef90fe01bade57b.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00019-00,1.63,https://images.gradientcollects.com/avif/74c83482ab28aa193b731ff0b395093c4c1f9691dfa0d5afbadafac94e3162a2c3e96a94de4ba4d559d880b0f84e913c0763f09d9c5477468c52c6d3a1b7ebfa.avif,https://images.gradientcollects.com/avif/09efa49cfd44641de164ff76b42da4420b01153989afbbbbe7ee9fa9383cf57f38812a4b54f95f0f83e3e7e839f8b8bd29776db18a6373e1a14e1057b0696a4c.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00024-00,3.06,https://images.gradientcollects.com/avif/58380460fb78a5e8698cbd7f429c8c1ed25c0b257edfbec36320e88bee040ed634199b1b02046444714d9316de3e32c1035ec48572d7330fa200aed3af7dd612.avif,https://images.gradientcollects.com/avif/ce99ef1452ae709710ff23458661beb3c9202ac5154c5aa53e612bf8d279cb5005c2f3d215d885697df755830c1b50e73915c6ffc5cde0453fee4be96e307bed.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00087-00,0,https://images.gradientcollects.com/avif/73a898bc7ec08152f2087eaf7575f9b749c70932db5d45a5faa1ea38bb7e86098870c51a6165c013cab0ea843e513f314899163c4ee239dd3db51fbd27caee5d.avif,https://images.gradientcollects.com/avif/966c7d278e36a7f5660489b7ab00bf69960aa9f3d0c484a6e98c6fe1e8b27983bf6d241abe38be99f2311329b8fcc6d87076134e209464e4f382bff966085e64.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00012-00,0.7,https://images.gradientcollects.com/avif/81699491d6039a8684cc8cd7e14aa75d6c548b6445eb3e2a616fa318697cc84ea08c1821bdb93552750a5decc4a04a44341f926a951eb191a55eb7795c90fc02.avif,https://images.gradientcollects.com/avif/2bcbe4bc03f38f482614cd1be3098636feda4aff0b23af9ac71ef5dc5d32f022ca4a09111896f17ca1ef88af09193956ad26e18492d24539333a2094544ec3c2.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00016-00,1.63,https://images.gradientcollects.com/avif/49340588b66157a9570e510f1aa35e3478f6ee207d5214363a0d60a5e59b59257d4a1e3a90e9ae28d5434eed1cb0573d56975b04f8d729ce139dbb31c4239d6c.avif,https://images.gradientcollects.com/avif/9c5b1b4252c009422c6170c45e107fa10673c4f6a3211356c4263421ced2b9eec35b11939ff914f0b26715459c0188ea84589d79a0a26efdf8030eafe4870717.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00035-00,1.5,https://images.gradientcollects.com/avif/91a13bc20030c6cd23211c5b9246b81365112e432653f0135b0af05dd6c906acfe9cc174028bb7c7cbc21ecd756a411399eb14be7127acb4a6118ef665389b0d.avif,https://images.gradientcollects.com/avif/7e15e4be67eb7ed1a07bc6eec8a96b49853fbc930b6f4ef984b9428b5519a67586ddc11146cb347e6a797652774a74af0214f92bf15efa84dfa36a9f15fd59f9.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00083-00,0,https://images.gradientcollects.com/avif/ae3c58debaee09ccb1d21c46d4a334165bb333c5875895fed5b6559a8566c0e3fc54a5421063f322ef5a8654f2faea89fef4a1e929dd08058f0d55fc720d9133.avif,https://images.gradientcollects.com/avif/2402302b0dd3fffc9201b6e9219535f5b840408b6dd3abe2a292e0c92114eb88c820ad824ee8b15fb921de256c900e0309b0f0c3e4fdd5c7a1793ac8fad4aa92.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00089-00,0,https://images.gradientcollects.com/avif/69c265e8a5114121526431d2e24a4e339460a47c649318ea9574dbde9341e24b3fff8716116d6371f040f35dee65ee9f2c9231c72aa34bf9a6d10dcecdfa7c06.avif,https://images.gradientcollects.com/avif/89cf1a892600dc35d7e16b7af4b322f1a4de04b8c585e7167b7781161bc4f710503f430fb9ae17ab9e1c2ba408e19bd7fce3da94c9b05b12e7b5b20517e96cbc.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00025-00,3.06,https://images.gradientcollects.com/avif/e3ed30919e4e996e190c07c9dfe8e7d6b3f7940637f5bae4d374c45899169f45ff80f37eb3b9d98fc6d78073c4ff2110e0fee6dcd6e0b716a6fa8974095038e9.avif,https://images.gradientcollects.com/avif/352e76625f13fe02dd44a51d759616dd6b0c27b15c30c7bf355c3c8aa6088cea4cceb4c9f05ec1518d907caa86c03f6a6eeedde73b76dd939dcf14d013f3fd56.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00004-00,9.07,https://images.gradientcollects.com/avif/8cff2b768d9b5a5af0be7c14e6febde3b3fc1c55bfefadb65ad26127bde16d8b427d8bb5bf6689884e138c376639fc36d0db13cad1a665ba9e4900e208ac04e9.avif,https://images.gradientcollects.com/avif/e61b02bb490bd9bcc21674a367a6c9cfa9e3354dcf699677c0b86c2adf4d3aa6c565f8f38f628f4afb757ff59236d4a6e0b44ed4784fe72f36f818d7106fea53.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00034-00,1.5,https://images.gradientcollects.com/avif/0328b386bf1fbda6feb588d7e6444eb5bf5ef985cd52d4997545ca3cbd5e5da04d349496c9ae9bc006667b4ef642078da3e4bd58b8f611e69ed3199f7988215e.avif,https://images.gradientcollects.com/avif/7d493fa2847bd556b02f08d05bedf48aa4000205614d268f459c7e26f55f322a75902f497c2b4251e83de72d58ad15248a38f09477f63cafdce5503cb0813af9.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00045-00,0,https://images.gradientcollects.com/avif/b22918081c0abf46777e188bc65a23d49acb113d33e3b587aff5c2560fb933eb28962ac7203c8b815c562099a58673daa6e1ff7e01a1411811bd04bd3c6101ff.avif,https://images.gradientcollects.com/avif/80fb28cbe2e8eaaf83ddc2277318b2dc4d419aa0d41f9b2a14444fc8807e2070cc824cf47a843d173dc66d074011a3083c71bf6bae15be33c2fa078222353a3a.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00026-00,3.06,https://images.gradientcollects.com/avif/8668144c98aef25da5f7b87881973aefa77b33d215a53f952462c12b8147317e53c15570cecca155350799143c9f83eb91b70de69a092d2c9f811ca3d961e2be.avif,https://images.gradientcollects.com/avif/9e9e4fc36b1c30f61274ddba07f9b56f81a0a27c76307e32e7fe6ab9fd2387b4db3c08d1c9c46ffe9ada8eaa49a45e7031561535269485e8da1c0d02a229f071.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00043-00,0,https://images.gradientcollects.com/avif/c711b45a24dd0e4f5da6dd6954abba8232d35c9dcee04aa0f15af0806ce40363f45aa820a18949a64a8512d0178231bcbb0622584061b0170ca7d3d4deebfe15.avif,https://images.gradientcollects.com/avif/91dbda136f0cc901a580a1aa3548b6f5870fb947eb95da1463e960f29b47945732b30435c040385083e3b21f4a88725b23c363adaba8eab4642260fd77e6bddf.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00028-00,1.04,https://images.gradientcollects.com/avif/2175ecda4d5cb796a30eb9b245c89322cabb420df4df6f73bd7e1ba2fba434b51a8f09d2596ee7178129247c2119b288f35a7f37e1a9df6606ad8e4b0c8e63f3.avif,https://images.gradientcollects.com/avif/5e6a50aca083d57c429ca1bf73a90da389c1d3cd6733f8e1e1a743d061667aa01458339f13b4820c1e02971762d266310d962fa233fa4510475e1e1a2807df37.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00038-00,0.96,https://images.gradientcollects.com/avif/a43fcf80862a53c5a2b43c9702209774958188e2a4631e48ea07b919784b950ce9a0a7ad4c6a1f915b2c4131b93df2981a7aa73ec4133d573d26e35d19723aee.avif,https://images.gradientcollects.com/avif/986b38f43a7ca03f6d18791fb1c677b3acbac29bc1bf808477fb69202e7166e54121612cf76bf9480124715b8642187419ab7a31e07bb0b351e6f9dc6d2a34b8.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00042-00,0,https://images.gradientcollects.com/avif/0a502ee42f40d17afe510f0306e940dfdd1c208c52111521830fdbe60aaffcafb3ad76864d59e8d544ac05d3d52437c0c888694bcac1ebf00cfbf25ba992226a.avif,https://images.gradientcollects.com/avif/ff36c09c4a83b6e9a1867c15a051f550075388d10359bdef34d3f25cdbbc7018e942e8474f247e2ea971b7c1b72f119f95538602d04a2caa408a4a75f7afac9f.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00294-00,1.89,https://images.gradientcollects.com/avif/c08e19dba6db9dca5bc55ee4d765edaddd4e71d8e2ade0e0329bf4d1f419f6866f24b2922eedf55923bf81d7be8c7adcb356c273afa77891dcaf0f5f77d56bde.avif,https://images.gradientcollects.com/avif/e5cd306f3f1722c3a53cb303430f4af2c589946db671d53e1ae058e13259e55e856fe9d1a264f9bdd32e32c3e799b250f6ffff0b485d575af95f46b753a9cd1f.avif,25,25,#c7d7ff|#8ed1ff|#e0f4ff,common,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
S07441-09-00030-00,16.51,https://images.gradientcollects.com/avif/58320119dd31eabd91a98237a51e39435441d2e39af89845182ca553648b798bfd2e5bfbde2072e462241530f6664f0152eaaebb8fe53c2a2c4a26951559db9f.avif,https://images.gradientcollects.com/avif/befdc3911bf46a29c0e33de3917b2968fda25dfe6153092fa06214ccdc3e8e19cc26a1886ce7054fb68f8061f9e87afb312cd6285ed9587928b7f32c15146193.avif,40,40,#6dfad6|#4cb4ff|#99e7ff,rare,auto,price,1,85,70,50,60,65,1,60,55,40,50,1,11px,#ffffff
